<<<<<<< HEAD
Office,5177.58,01-08-2016
Services,-8600.9,07-08-2016
Fuel,4801.97,11-07-2014
Services,1862.57,04-12-2014
Office,-6176.34,01-08-2012
Fuel,-6546.08,04-18-2016
Insurance,5462.8,10-21-2011
Fuel,1565.33,11-08-2017
Games,-2616.61,03-25-2014
Services,6938.14,11-09-2011
Gift,-3201.85,03-01-2014
Groceries,-6252.12,05-07-2010
Supplies,365.01,08-12-2018
Bill,-5844.42,12-25-2017
Games,8529.46,05-24-2016
Insurance,7978.2,07-11-2014
Automotive,4244.82,11-17-2013
Insurance,-3568.5,05-05-2012
Gift,-3513.36,10-28-2018
Groceries,8985.22,07-27-2013
Groceries,155.96,04-21-2012
Bill,-6486.64,05-08-2016
Games,-859.69,11-14-2018
Item,-1297.3,06-03-2014
Groceries,9583.98,01-06-2010
Bill,996.01,06-07-2010
Supplies,9736.19,03-01-2016
Groceries,-1601.42,03-06-2014
Supplies,-7164.59,08-15-2013
Item,2788.87,03-19-2011
Insurance,-5098.29,02-23-2016
Insurance,-1223.87,08-03-2013
Services,2408.79,08-15-2010
Fuel,8786.59,06-03-2010
Insurance,770.01,09-06-2018
Automotive,4390.36,07-29-2012
Office,6386.16,08-14-2011
Automotive,-3325.44,05-26-2013
Services,-1532.06,07-21-2015
Fuel,2805.0,10-12-2016
Item,5575.71,06-23-2010
Supplies,1195.14,07-14-2011
Bill,-7760.03,04-03-2018
Item,-1377.47,05-15-2017
Insurance,-2624.56,11-19-2017
Gift,-5780.22,07-12-2012
Bill,5531.01,09-05-2014
Bill,7851.85,01-27-2010
Insurance,-809.98,06-24-2018
Fuel,-5382.92,12-13-2014
Office,-6973.37,02-09-2010
Groceries,9034.89,12-16-2014
Automotive,-5277.97,06-09-2010
Medical,-1823.94,05-14-2014
Gift,-49.61,01-23-2011
Gift,-5864.15,05-18-2013
Groceries,7571.79,10-18-2017
Services,4738.61,07-07-2011
Automotive,3843.17,10-04-2017
Fuel,-5596.32,03-07-2016
Bill,-1681.94,02-17-2011
Games,2214.66,03-02-2018
Automotive,8600.77,07-05-2015
Bill,-5749.84,08-19-2013
Groceries,3615.65,06-27-2018
Automotive,5297.89,01-14-2017
Fuel,-4278.57,09-28-2014
Office,9643.57,10-12-2015
Automotive,8833.75,01-30-2010
Games,469.65,05-19-2016
Groceries,-6484.12,12-28-2016
Insurance,-3400.71,07-14-2018
Automotive,9372.46,12-22-2018
Office,-1726.84,05-28-2017
Insurance,1458.2,10-06-2010
Fuel,-9943.81,02-18-2012
Fuel,-9966.91,08-26-2015
Services,-1140.58,07-12-2015
Medical,3906.7,12-22-2010
Groceries,-6240.42,12-06-2011
Supplies,-3318.95,10-21-2015
Games,-2548.9,05-13-2013
Gift,5099.73,05-04-2014
Supplies,7728.29,02-21-2012
Bill,9928.66,06-30-2016
Item,-7360.0,09-16-2010
Item,-4368.04,11-02-2010
Services,-8534.12,05-06-2016
Item,-3321.88,06-24-2018
Bill,-7671.72,04-09-2012
Services,-457.17,07-13-2014
Services,-1717.3,12-06-2017
Games,-7896.35,02-14-2010
Automotive,-356.88,09-02-2018
Office,-9300.79,08-02-2013
Gift,-1072.42,05-09-2016
Gift,-7985.54,04-22-2013
Supplies,4299.15,07-02-2017
Bill,7330.43,04-22-2012
Groceries,1185.24,12-03-2010
Medical,-6470.73,01-09-2013
Groceries,3652.28,11-04-2012
Gift,-5625.5,09-29-2010
Item,6177.09,07-20-2017
Services,-9394.45,03-04-2018
Insurance,-7916.58,07-02-2011
Insurance,4719.95,02-08-2015
Games,1810.6,08-30-2010
Services,-9794.35,04-11-2015
Gift,7369.77,09-16-2010
Fuel,-7521.1,07-03-2013
Groceries,-846.02,03-15-2012
Services,4744.77,09-16-2013
Bill,8346.11,07-08-2012
Games,-5897.62,10-01-2015
Item,8470.41,09-22-2015
Gift,-3045.68,02-28-2010
Services,-571.98,09-10-2013
Supplies,-3550.2,02-26-2016
Groceries,8227.73,05-25-2012
Games,4407.24,10-12-2015
Services,-5536.64,08-29-2011
Fuel,-5149.57,08-11-2018
Item,2606.6,09-22-2018
Insurance,-7309.54,02-04-2015
Fuel,4898.14,08-13-2016
Medical,8745.3,05-05-2015
Automotive,-9137.55,06-14-2012
Office,-1427.52,05-11-2013
Fuel,5387.07,05-19-2015
Groceries,7673.73,10-07-2016
Bill,5353.12,04-30-2015
Insurance,7502.98,09-15-2013
Groceries,-6251.0,08-10-2017
Games,6169.77,10-02-2011
Services,-5873.51,01-25-2011
Services,3393.95,12-15-2016
Games,1561.63,01-27-2011
Groceries,-7440.85,11-25-2011
Fuel,8669.27,12-27-2016
Gift,-7129.36,03-19-2012
Insurance,6709.78,08-14-2018
Item,3698.57,11-04-2017
Gift,7750.16,01-10-2011
Item,1043.71,10-06-2010
Insurance,9845.66,09-01-2015
Office,5374.58,07-17-2017
Bill,4247.64,10-23-2017
Gift,1342.19,10-01-2014
Services,2989.32,07-16-2015
Fuel,6380.31,09-30-2016
Gift,3434.69,02-15-2013
Games,-1939.78,06-23-2010
Item,392.11,09-29-2017
=======
Groceries,7812.72,07-26-2018
Bill,1336.07,12-08-2013
Services,8250.49,06-29-2018
Medical,9515.14,10-26-2010
Bill,7234.55,07-21-2011
Services,1782.33,06-30-2011
Services,-6981.62,07-27-2018
Services,-3721.09,08-03-2010
Medical,5607.64,02-17-2014
Groceries,-2141.84,07-27-2016
Gift,-3089.99,04-23-2015
Automotive,-864.86,04-15-2012
Gift,8221.83,10-23-2012
Office,-1931.73,06-05-2012
Fuel,-5452.85,10-01-2015
Fuel,8677.25,01-07-2011
Fuel,-3499.98,10-15-2012
Item,-4845.67,02-14-2018
Supplies,5053.08,06-22-2018
Insurance,5999.92,03-18-2014
Supplies,-9766.93,02-21-2010
Medical,880.4,11-18-2011
Services,4154.15,07-20-2011
Services,-7797.55,06-24-2010
Office,2715.35,02-25-2017
Automotive,1020.31,08-10-2013
Insurance,-5877.47,11-04-2010
Bill,4501.68,04-24-2012
Automotive,-9555.85,08-18-2011
Services,2996.08,02-04-2013
Medical,9053.37,03-20-2013
Games,-1437.94,07-17-2018
Games,-8512.49,03-28-2014
Automotive,4964.59,12-16-2011
Fuel,-526.52,06-19-2014
Services,9560.52,07-01-2015
Games,-7808.42,07-15-2012
Groceries,9621.97,11-03-2017
Games,9907.87,05-17-2012
Fuel,5539.1,02-12-2013
Office,589.85,03-18-2016
Services,-1406.8,03-01-2011
Automotive,-4216.17,04-29-2013
Games,-4241.76,05-10-2018
Insurance,-3306.85,04-27-2018
Insurance,-6003.3,07-05-2015
Automotive,1931.81,08-28-2010
Services,-5951.08,01-06-2014
Supplies,-5219.39,07-23-2014
Fuel,2621.69,07-19-2017
Medical,3945.56,02-27-2017
Services,2572.08,05-15-2015
Bill,-9121.74,04-04-2013
Services,5128.51,06-21-2012
Bill,-4206.4,01-20-2016
Bill,-5071.35,10-08-2010
Games,-196.73,02-12-2012
Office,-2220.11,11-28-2014
Gift,-7672.65,12-17-2014
Medical,-776.09,12-15-2017
Insurance,-9531.58,04-20-2017
Games,-2566.37,09-02-2013
Fuel,3710.66,11-28-2014
Office,-8524.97,08-09-2017
Games,5582.44,03-15-2016
Insurance,1875.17,12-10-2013
Office,-9700.88,06-15-2016
Games,7660.52,05-22-2018
Supplies,2448.72,12-01-2014
Automotive,-2959.25,03-14-2013
Gift,1126.44,11-12-2012
Insurance,8746.08,09-16-2011
Office,-4744.08,04-27-2013
Insurance,279.75,10-29-2011
Medical,-3090.77,01-14-2017
Supplies,7180.62,05-15-2016
Fuel,-3929.35,06-05-2015
Automotive,4527.57,07-24-2012
Games,-639.65,11-16-2011
Fuel,5642.35,06-04-2014
Supplies,1683.61,02-12-2011
Fuel,2107.69,11-11-2016
Supplies,-7395.2,02-03-2017
Medical,9224.2,04-27-2010
Groceries,-3472.8,11-07-2016
Item,-1145.3,08-23-2014
Fuel,9621.24,11-30-2018
Bill,-9216.65,08-10-2010
Medical,-1926.19,08-30-2014
Automotive,-652.77,12-07-2016
Office,6885.96,12-16-2014
Office,-4160.07,07-09-2015
Bill,440.57,04-23-2016
Games,-7737.2,04-02-2014
Medical,3775.03,03-14-2014
Groceries,8194.7,01-28-2018
Supplies,-5632.4,05-04-2018
Supplies,-8785.96,07-08-2017
Office,-215.5,11-21-2016
Supplies,346.08,07-29-2018
Automotive,-2696.66,01-21-2015
Groceries,-9101.6,12-19-2011
Item,2257.04,02-06-2016
Games,3821.79,12-24-2012
Insurance,-3978.12,03-05-2017
Insurance,991.13,12-13-2010
Item,57.65,03-08-2012
Insurance,-6299.3,05-05-2012
Bill,6013.59,06-02-2011
Gift,934.17,11-04-2017
Office,4519.84,10-14-2017
Medical,8885.42,08-22-2016
Groceries,6831.77,01-26-2017
Gift,-2379.18,01-10-2012
Services,7987.54,12-18-2017
Services,5096.65,09-25-2014
Office,644.63,05-11-2017
Services,4949.17,12-13-2016
Services,2407.03,01-02-2010
Gift,1095.09,04-23-2015
Supplies,2432.86,12-25-2014
Medical,-685.36,12-27-2013
Supplies,-4323.01,12-17-2017
Groceries,-9702.85,01-12-2018
Services,4590.03,07-30-2013
Medical,-1665.28,03-24-2017
Groceries,1843.7,09-05-2012
Medical,9735.69,02-25-2013
Groceries,6124.06,10-05-2014
Supplies,1446.66,08-18-2017
Services,2732.33,12-15-2010
Medical,6227.36,02-05-2011
Gift,-2775.55,07-17-2017
Fuel,491.57,01-26-2017
Games,3234.2,05-19-2016
Gift,-4357.05,01-23-2017
Item,3651.67,04-22-2018
Office,-4004.14,11-19-2012
Games,-9776.28,06-19-2017
Fuel,-4662.26,07-09-2010
Groceries,2221.01,07-10-2010
Supplies,583.92,01-22-2018
Fuel,-4042.26,01-22-2015
Insurance,2083.55,07-27-2012
Games,-1404.82,11-11-2010
Supplies,-5196.79,06-10-2013
Services,813.75,04-26-2013
Gift,8254.75,12-18-2016
Games,-8334.24,04-01-2010
Groceries,2615.97,03-19-2017
Fuel,7352.58,11-11-2014
Office,-2444.67,10-06-2012
Gift,-5004.44,02-16-2016
Item,-6090.91,08-20-2014
Supplies,-2055.17,05-03-2011
Bill,-1765.48,01-14-2014
Item,5109.9,10-12-2017
Medical,-403.42,12-17-2016
Bill,-8420.63,11-03-2015
Office,-3476.63,05-04-2016
Services,-1133.43,04-11-2010
Groceries,1236.61,09-17-2017
Groceries,1976.1,02-20-2013
Services,5935.17,11-11-2017
Insurance,7700.38,09-08-2010
Insurance,-8442.28,10-08-2018
Insurance,8754.16,10-07-2014
Bill,9107.37,12-18-2015
Services,-4770.22,02-20-2013
Office,-5113.41,12-09-2016
Automotive,6160.36,08-08-2016
Groceries,-1976.76,10-30-2017
Groceries,-3470.55,10-06-2011
Services,7192.28,06-02-2016
Games,9741.99,12-22-2018
Services,-4263.84,05-20-2018
Medical,2313.89,10-05-2010
Services,4309.63,11-23-2015
Office,351.74,07-05-2011
Fuel,8130.15,04-10-2014
Item,9343.92,09-26-2016
Bill,-6123.06,03-21-2017
Item,7001.34,12-30-2013
Insurance,7784.87,05-06-2011
Supplies,9558.95,07-06-2017
Supplies,-8378.89,06-15-2011
Gift,-4665.25,05-12-2015
Medical,-6326.04,07-22-2010
Item,-5245.45,04-08-2014
Fuel,5845.57,12-01-2015
Automotive,-3129.69,04-30-2016
Office,210.32,05-13-2013
Supplies,-8933.81,01-24-2017
Medical,-4675.49,05-07-2017
Fuel,5665.25,07-01-2016
Games,7062.37,04-12-2018
Item,8086.38,12-12-2017
Groceries,5279.01,10-07-2018
Medical,3685.08,09-08-2017
Item,7200.43,09-22-2016
Fuel,-8866.03,02-09-2016
Medical,3708.95,04-19-2017
Supplies,-6086.04,08-14-2013
Services,4792.37,06-28-2017
Supplies,2010.56,12-25-2011
Groceries,-3923.34,11-30-2013
Office,1121.25,07-19-2016
Automotive,-3146.91,09-28-2014
Services,3520.63,03-14-2016
Medical,-9813.69,03-25-2018
Automotive,4203.33,03-08-2013
Gift,2962.27,09-15-2010
Services,6098.25,11-03-2012
Medical,-4924.42,02-17-2011
Groceries,-8851.31,06-16-2014
Insurance,5900.23,01-02-2012
Services,-8925.36,11-22-2016
Medical,7833.7,11-22-2014
Automotive,-2071.93,04-01-2016
Bill,-7288.28,07-04-2013
Automotive,-5562.68,02-11-2011
Bill,-9517.21,04-18-2017
Insurance,5990.57,02-29-2012
Supplies,492.68,07-13-2016
Fuel,-2627.06,02-22-2017
Item,5406.95,03-12-2015
Games,9550.27,09-24-2012
Fuel,-5894.71,08-30-2011
Games,5452.36,04-11-2017
Insurance,2286.26,05-03-2012
Item,3477.15,07-24-2011
Medical,-5938.58,02-05-2012
Medical,7007.85,11-18-2018
Bill,-7909.45,07-24-2014
Automotive,5359.58,10-07-2018
Supplies,-8024.66,03-21-2013
Groceries,3068.75,11-26-2016
Medical,4410.29,05-26-2016
Gift,-8815.0,07-05-2011
Insurance,-1729.07,03-22-2014
Gift,-3836.61,04-25-2012
Services,3249.88,04-23-2013
Automotive,-6910.97,03-20-2010
Automotive,2239.69,04-23-2017
Gift,-6638.7,01-22-2010
Item,-6619.05,11-06-2014
Groceries,-247.83,08-16-2015
Games,8080.12,10-28-2015
Office,121.43,08-01-2018
Services,4451.25,10-25-2011
Insurance,-4722.68,05-15-2017
Games,2209.82,07-15-2018
Office,-4171.87,02-26-2017
Gift,-6732.87,02-01-2018
Insurance,-9239.9,10-05-2016
Services,6926.63,02-21-2012
Item,9338.47,07-13-2015
Automotive,-3984.65,02-27-2013
Automotive,4267.95,02-22-2013
Bill,3405.1,04-16-2011
Insurance,-6569.53,06-28-2010
Item,-8337.22,07-13-2014
Supplies,9572.77,11-29-2016
Games,3050.03,05-29-2013
Office,-9266.41,11-02-2012
Automotive,5369.77,04-28-2017
Bill,1736.0,04-03-2011
Bill,-9611.17,07-11-2016
Fuel,-9461.1,07-06-2013
Groceries,6476.19,04-04-2011
Insurance,-1476.3,10-03-2010
Supplies,-7030.49,05-06-2016
Services,-4171.86,04-12-2017
Item,-533.7,02-21-2015
Office,-9366.86,01-21-2011
Bill,-5858.44,05-19-2010
Services,-7073.25,03-12-2018
Groceries,8291.63,09-23-2015
Supplies,-9158.43,10-10-2012
Bill,-6868.23,11-08-2011
Groceries,2378.0,08-18-2017
Gift,-5471.57,06-30-2011
Bill,-7558.62,04-15-2010
Fuel,-6512.53,03-29-2015
Office,8951.2,01-08-2015
Gift,8069.17,02-24-2017
Games,-9295.07,04-19-2012
Medical,5744.75,05-11-2017
Services,1138.73,11-08-2011
Bill,5394.91,06-24-2018
Games,7626.43,12-26-2013
Item,3089.27,08-25-2010
Games,-3937.19,10-24-2011
Services,4948.34,03-12-2015
Services,9816.68,02-28-2012
Bill,9812.68,02-17-2010
Office,4404.53,04-29-2017
Office,1724.79,11-07-2016
Games,2181.0,04-15-2018
Bill,-8472.61,09-12-2018
Item,1783.96,04-07-2018
Bill,-6078.97,01-01-2015
Gift,-4111.03,07-06-2010
Insurance,-6611.76,01-11-2013
Supplies,-2038.54,05-25-2011
Groceries,3329.73,03-30-2016
Medical,8148.96,09-26-2015
Fuel,-2021.02,10-12-2014
Medical,-6702.98,07-25-2015
Supplies,-1860.46,08-23-2015
Groceries,-6570.85,02-20-2011
Fuel,8057.39,10-10-2011
Office,3095.56,02-09-2015
Services,-8100.91,09-24-2013
Medical,-8979.33,04-09-2014
Office,1012.43,02-26-2018
Office,-5217.35,01-21-2018
Insurance,-4374.85,10-01-2011
Supplies,2217.32,01-05-2010
Item,-8327.6,08-26-2011
Services,296.59,01-22-2018
Item,1383.48,02-09-2013
Services,1890.43,01-23-2013
Insurance,-1987.07,03-15-2012
Insurance,-3350.96,07-07-2013
Supplies,-4856.96,05-29-2017
Games,3866.16,03-10-2017
Insurance,-9651.06,03-19-2013
Games,-8702.09,11-08-2018
Groceries,-5697.63,09-12-2016
Supplies,-2733.57,10-15-2012
Medical,-1245.13,09-10-2016
Fuel,5792.63,06-12-2012
Supplies,1009.05,01-10-2018
Medical,-8146.25,02-08-2011
Fuel,-4257.42,01-29-2017
Games,1093.18,08-17-2011
Insurance,-3758.56,02-25-2015
Automotive,-5576.07,02-22-2014
Groceries,1636.47,11-08-2018
Item,-8969.06,06-20-2013
Services,-8406.06,06-27-2011
Groceries,5419.74,08-12-2011
Supplies,-1379.45,04-02-2017
Automotive,6570.48,09-13-2018
Item,5805.17,05-10-2016
Games,-4807.73,02-14-2016
Supplies,6092.44,04-08-2017
Office,2848.16,11-26-2015
Supplies,1290.8,04-29-2017
Games,-7284.12,08-13-2012
Insurance,4744.2,06-17-2018
Games,3404.51,03-15-2013
Services,2290.49,09-12-2014
Item,-3933.6,12-09-2014
Automotive,-299.71,05-27-2015
Services,-8405.93,02-08-2011
Insurance,711.25,05-11-2014
Bill,-6398.84,10-27-2015
Services,4077.99,08-09-2013
Groceries,7847.43,05-03-2016
Item,-1653.13,04-04-2013
Insurance,7533.39,01-24-2013
Insurance,3495.78,12-03-2015
Office,-6722.99,03-14-2015
Gift,-5124.03,01-14-2012
Gift,-2527.6,08-11-2016
Fuel,9340.39,03-22-2010
Item,-4940.93,09-01-2013
Gift,9888.74,09-21-2015
Services,-9495.23,09-13-2017
Automotive,4013.29,01-23-2018
Bill,-2908.58,07-13-2017
Insurance,4165.26,11-27-2018
Fuel,-3479.07,05-06-2013
Gift,4912.6,09-05-2016
Supplies,617.01,01-17-2016
Services,525.64,12-07-2016
Games,2745.11,04-25-2010
Insurance,5566.65,10-18-2011
Supplies,-6179.33,06-29-2017
Gift,-2204.72,09-14-2010
Office,-194.19,01-27-2010
Supplies,-7879.62,04-24-2011
Bill,-3152.77,03-14-2010
Games,2775.85,08-08-2015
Groceries,-6812.36,08-01-2015
Office,1286.05,04-26-2010
Bill,9255.71,09-12-2016
Item,-5414.54,03-14-2016
Games,-1465.57,06-16-2013
Services,1904.95,02-22-2016
Medical,615.99,05-03-2013
Item,3329.08,12-20-2013
Automotive,7027.4,06-04-2016
Gift,6426.72,12-20-2013
Supplies,-8229.74,01-02-2017
Automotive,-9217.13,07-17-2015
Services,-2059.07,06-14-2015
Medical,-9101.63,01-07-2014
Fuel,-5776.52,04-14-2012
Games,4623.88,09-12-2014
Insurance,9482.65,12-05-2014
Games,2464.93,04-01-2010
Groceries,8193.08,11-18-2016
Services,-290.93,06-28-2012
Games,-3846.8,05-29-2014
Medical,1919.06,03-27-2013
Insurance,6039.84,04-18-2016
Bill,5.36,06-04-2013
Insurance,1115.08,08-17-2018
Groceries,5496.98,03-27-2011
Automotive,7118.0,07-13-2014
Bill,-7004.9,02-13-2016
Insurance,-4561.04,06-09-2014
Fuel,-5096.82,01-17-2014
Office,2524.36,02-18-2012
Supplies,4728.86,09-30-2016
Gift,2599.47,06-24-2015
Office,-2543.19,07-13-2011
Fuel,-6207.67,08-24-2012
Games,-1829.75,08-12-2017
Fuel,-3778.26,03-24-2018
Games,-712.66,01-22-2014
Office,8268.3,09-27-2015
Automotive,-9924.85,04-18-2013
Supplies,-8166.46,11-11-2017
Automotive,3667.8,01-26-2014
Insurance,5724.28,06-24-2018
Games,-7629.86,10-14-2011
Medical,9257.13,02-23-2012
Games,3858.43,04-21-2018
Gift,-4298.02,01-08-2013
Bill,-7157.08,01-30-2016
Office,1278.37,06-16-2015
Games,5244.45,04-30-2011
Games,3149.93,03-13-2010
Bill,-3070.08,09-06-2011
Fuel,6360.11,11-18-2018
Gift,5086.06,08-07-2010
Office,-8893.16,01-26-2016
Office,-2515.99,07-28-2018
Office,8420.23,10-12-2017
Gift,-140.43,04-03-2013
Bill,-6499.5,02-06-2016
Insurance,2628.01,03-22-2010
Office,-4925.95,10-28-2015
Games,-46.67,06-19-2014
Office,8573.12,03-19-2016
Supplies,-6852.9,10-21-2011
Groceries,-2755.57,07-14-2010
Medical,9392.47,02-08-2016
Bill,-5989.51,11-10-2014
Office,346.16,03-02-2011
Groceries,7671.97,05-04-2011
Fuel,-5698.51,01-14-2011
Automotive,8543.54,12-07-2014
Item,-7104.48,09-05-2014
Games,-6388.38,12-01-2014
Supplies,-2025.98,09-12-2011
Fuel,1607.32,04-19-2018
Office,-3088.63,02-24-2014
Fuel,-119.32,03-13-2015
Supplies,2704.16,08-07-2013
Services,2584.04,02-13-2013
Games,7364.7,12-01-2013
Gift,2427.44,09-02-2011
Supplies,8943.94,06-26-2016
Automotive,4223.01,09-03-2014
Groceries,885.3,05-04-2014
Fuel,-281.57,11-29-2013
Insurance,886.69,11-12-2015
Fuel,-8978.3,07-27-2010
Item,-9875.02,04-12-2010
Games,-504.08,09-20-2013
Bill,-5763.86,05-27-2011
Groceries,-7331.26,02-09-2016
Insurance,8066.88,12-23-2011
Services,-8163.18,03-21-2015
Fuel,-3293.65,09-16-2011
Automotive,5090.9,02-14-2016
Bill,-2984.64,09-13-2011
Automotive,-4052.65,11-26-2015
Groceries,-5292.37,04-05-2011
Automotive,-2787.37,10-25-2018
Supplies,1473.6,03-23-2012
Groceries,7757.33,12-19-2014
Supplies,-9291.12,12-04-2015
Medical,-9771.96,02-12-2014
Bill,6713.78,10-05-2016
Supplies,-1868.68,02-11-2010
Games,-5073.3,12-04-2015
Insurance,-1998.34,01-05-2015
Automotive,5567.22,04-30-2015
Games,-2606.63,09-11-2012
Gift,2277.16,12-22-2016
Supplies,-7844.3,09-06-2012
Automotive,-5190.32,01-21-2014
Item,-9134.65,02-13-2017
Groceries,935.88,06-14-2016
Item,3468.07,06-05-2014
Bill,-510.47,05-11-2016
Gift,2248.31,12-11-2014
Groceries,2387.46,03-19-2012
Automotive,-7603.45,03-02-2014
Gift,-1355.69,11-20-2011
Services,-3070.05,08-28-2012
Item,-5494.55,09-22-2010
Games,-4138.87,12-19-2018
Office,-926.33,05-15-2012
Bill,-4319.86,04-22-2015
Bill,-1010.96,07-22-2018
Office,4858.0,03-25-2015
Automotive,-4815.48,11-15-2017
Supplies,-9299.4,03-12-2014
Medical,2393.03,12-14-2012
Games,8044.7,05-16-2010
Office,2396.76,06-02-2012
Automotive,623.44,02-01-2011
Insurance,6022.63,12-03-2011
Item,-9872.09,04-02-2017
Item,-804.39,01-28-2011
Games,8807.36,02-10-2014
Office,4124.88,10-30-2016
Bill,701.26,11-24-2015
Insurance,-1360.61,06-01-2010
Services,159.25,05-02-2018
Automotive,-7906.48,12-25-2012
Item,9122.16,04-07-2018
Automotive,-6021.11,01-20-2013
Gift,5712.61,07-02-2016
Services,6814.58,09-27-2016
Medical,-5916.82,01-06-2018
Office,5017.65,02-20-2013
Supplies,1323.43,11-10-2012
Groceries,9814.69,01-10-2018
Fuel,2724.63,12-03-2018
Games,-8060.45,11-02-2014
Office,7097.74,01-22-2017
Services,534.66,09-25-2013
Office,-6548.38,07-18-2015
Insurance,1553.27,03-13-2010
Insurance,-2455.77,09-07-2011
Gift,-8164.15,07-24-2013
Automotive,9060.25,03-13-2016
Services,7250.49,08-22-2011
Insurance,-1050.82,03-25-2012
Item,-7243.11,11-13-2015
Supplies,-7656.18,10-13-2013
Office,-1552.49,06-20-2017
Supplies,99.56,08-30-2014
Bill,4573.86,02-19-2010
Supplies,-4958.29,09-08-2015
Bill,7877.69,01-05-2018
Supplies,-4765.35,03-20-2013
Bill,5376.7,08-10-2015
Fuel,2809.44,05-06-2016
Bill,-4175.53,11-12-2016
Office,-6015.27,07-10-2018
Fuel,-4339.84,12-01-2010
Supplies,3830.53,01-05-2017
Insurance,-767.17,05-01-2014
Automotive,-7940.0,06-17-2014
Automotive,2837.56,10-02-2017
Office,6756.45,06-04-2012
Insurance,609.35,03-04-2016
Office,-1418.85,10-20-2013
Office,-3879.12,12-07-2018
Automotive,4852.98,03-02-2010
Games,-3281.29,06-05-2013
Supplies,1197.47,01-07-2013
Supplies,4870.77,10-21-2010
Office,7547.3,10-03-2015
Insurance,-9692.54,10-05-2014
Bill,-1483.22,11-14-2018
Groceries,3305.3,02-02-2010
Supplies,-1988.35,08-03-2017
Services,9433.08,08-29-2012
Supplies,875.89,11-20-2010
Fuel,2366.39,07-29-2017
Services,5985.98,04-01-2016
Games,-1550.66,01-11-2017
Supplies,-4891.28,01-10-2017
Gift,-4421.91,12-29-2017
Supplies,8733.1,01-15-2017
Office,2296.57,07-05-2017
Gift,6723.44,05-03-2013
Games,-109.15,03-01-2013
Medical,9836.51,03-26-2015
Office,1467.87,01-30-2012
Automotive,-6221.2,07-02-2016
Office,-5208.72,09-13-2014
Automotive,-4507.61,02-15-2016
Supplies,8870.37,08-11-2015
Bill,-9246.35,12-06-2017
Medical,-6633.01,04-24-2018
Item,-8986.39,10-26-2011
Fuel,-8227.14,11-30-2012
Insurance,7832.69,03-12-2010
Fuel,-2448.8,12-10-2017
Fuel,-3544.93,11-20-2012
Item,-7870.86,10-28-2012
Bill,1285.27,06-09-2018
Bill,-3568.0,04-30-2010
Groceries,9586.1,04-21-2011
Office,6788.77,11-17-2013
Insurance,3993.11,11-12-2013
Gift,1296.36,03-04-2012
Item,6877.07,08-16-2015
Medical,-4545.08,09-03-2010
Bill,1686.52,09-12-2015
Groceries,-6010.98,06-10-2010
Fuel,8733.62,11-23-2010
Insurance,8721.2,12-03-2015
Supplies,77.84,07-05-2018
Bill,-3798.32,04-10-2013
Games,3903.5,01-03-2016
Automotive,-8882.39,07-04-2012
Fuel,-9165.51,07-05-2016
Services,6467.94,03-04-2015
Item,9797.43,03-06-2010
Office,-5182.26,05-05-2017
Automotive,-9786.85,11-16-2015
Gift,-1075.26,05-21-2014
Automotive,406.54,02-15-2015
Automotive,-1492.37,09-20-2016
Medical,-6819.73,10-21-2010
Automotive,-6688.95,02-03-2016
Supplies,1565.75,06-19-2012
Office,2888.86,08-05-2012
Bill,-2026.76,10-17-2011
Automotive,9209.79,06-16-2010
Office,-5496.58,04-08-2015
Supplies,9386.43,07-13-2010
Groceries,-8689.68,09-05-2015
Item,9199.2,06-24-2010
Item,2934.42,12-29-2013
Insurance,1854.43,10-07-2017
Groceries,2836.31,03-25-2011
Supplies,-4635.1,04-09-2016
Automotive,6394.87,11-21-2010
Fuel,2420.39,11-27-2013
Bill,-1105.05,02-03-2012
Services,-8465.97,06-05-2012
Automotive,3083.34,06-01-2016
Supplies,2081.48,08-07-2014
Office,-9652.06,09-15-2013
Medical,-371.8,03-01-2017
Games,-835.25,01-06-2013
Medical,-5736.12,12-16-2015
Bill,-3085.77,07-24-2014
Groceries,2691.93,07-26-2013
Groceries,8309.46,08-11-2010
Bill,5278.85,09-22-2010
Games,1382.34,09-22-2018
Bill,-561.49,03-05-2014
Games,5181.58,02-09-2011
Gift,-543.05,07-10-2018
Gift,1052.23,03-11-2014
Automotive,-4434.61,01-09-2016
Office,9656.92,01-14-2014
Supplies,-1285.6,05-09-2010
Services,892.17,03-06-2012
Item,5626.25,01-22-2018
Automotive,4742.35,02-24-2011
Supplies,-3596.66,08-03-2010
Medical,-6849.93,06-26-2011
Supplies,-4092.71,11-22-2017
Games,-9515.17,01-05-2013
Supplies,3520.23,03-30-2017
Games,-8462.55,06-09-2013
Gift,3540.06,04-30-2018
Groceries,8599.56,09-28-2014
Groceries,1694.48,11-19-2013
Automotive,-5391.63,11-08-2010
Supplies,-6.21,07-15-2016
Games,-1886.45,03-29-2018
Insurance,-8148.15,03-14-2015
Gift,2584.28,09-12-2014
Bill,8124.86,07-30-2017
Services,1011.77,04-05-2016
Groceries,45.06,01-01-2016
Fuel,4629.89,12-17-2010
Supplies,-8878.48,02-20-2017
Bill,8689.86,07-29-2013
Games,-7333.48,03-04-2010
Services,9463.96,01-12-2014
Medical,8967.01,02-06-2013
Medical,4958.59,08-27-2013
Item,2105.73,10-12-2011
Groceries,-8807.2,03-26-2018
Gift,3454.48,04-24-2016
Item,-588.23,03-24-2017
Bill,-9113.23,11-19-2010
